scr_selcode,sub_id3,sub_name,scr_credit,scj_scr_mso,scr_examid,scr_examfn,scr_exambf,cls_name,scr_precnt,scr_acptcnt,scr_remarks,unt_ls,cls_id,sub_id,scr_dup,scr_ldl,scr_english
2312,EES381,學士論文,1.0,選修,否,否,否,環境三乙,60.0,27.0,老師個別指導學生學士論文,4014,CS02132,67961,001,課堂教學,N
2313,EES325,環境化學(二),2.0,選修,否,否,否,環境三乙,60.0,47.0,,4014,CS02132,73702,001,課堂教學,N
2314,EES342,工業與環境毒物學,2.0,選修,否,否,否,環境四甲,60.0,64.0,,4014,CS02141,00856,001,課堂教學,N
2316,EES441,毒化物與關注化學物之毒性分析及管理,2.0,選修,否,否,否,環境四甲,60.0,58.0,,4014,CS02141,50891,001,課堂教學,N
2317,EES481,環境專業實習,9.0,選修,否,否,否,環境四甲,60.0,17.0,環科系學生企業菁英實習，未參加企業實習者請勿修習,4014,CS02141,73436,001,課堂教學,N
2318,EES229,環境規劃與管理,2.0,選修,否,否,否,環境四甲,60.0,34.0,,4014,CS02141,74030,001,課堂教學,N
3587,EES4064,永續發展與碳淨零工程,3.0,選修,否,否,否,環境四甲,60.0,52.0,,4014,CS02141,08545,001,課堂教學,N
2314,EES342,工業與環境毒物學,2.0,選修,否,否,否,環境四乙,60.0,64.0,,4014,CS02142,00856,001,課堂教學,N
2316,EES441,毒化物與關注化學物之毒性分析及管理,2.0,選修,否,否,否,環境四乙,60.0,58.0,,4014,CS02142,50891,001,課堂教學,N
2317,EES481,環境專業實習,9.0,選修,否,否,否,環境四乙,60.0,17.0,環科系學生企業菁英實習，未參加企業實習者請勿修習,4014,CS02142,73436,001,課堂教學,N
2318,EES229,環境規劃與管理,2.0,選修,否,否,否,環境四乙,60.0,34.0,,4014,CS02142,74030,001,課堂教學,N
3587,EES4064,永續發展與碳淨零工程,3.0,選修,否,否,否,環境四乙,60.0,52.0,,4014,CS02142,08545,001,課堂教學,N
2319,EES6092,專題討論(二),1.0,必修,否,否,否,環境碩一,60.0,25.0, ,4014,CS02310,43140,001,課堂教學,N
2320,EES6034,水-能-資源的環境鏈,3.0,選修,否,否,否,環境碩一,15.0,23.0,,4014,CS02310,09309,001,課堂教學,N
2321,EES6026,室內空氣污染,3.0,選修,否,否,否,環境碩一,15.0,18.0,,4014,CS02310,25532,001,課堂教學,N
2322,EES6047,毒性物質管理及風險評估,3.0,選修,否,否,否,環境碩一,15.0,21.0,,4014,CS02310,50921,001,課堂教學,N
2323,EES6035,環境化學特論,3.0,選修,否,否,否,環境碩一,15.0,23.0,,4014,CS02310,73464,001,課堂教學,Y
2324,EES697,碩士論文,0.0,必修,否,否,否,環境碩二,30.0,20.0, ,4014,CS02320,61530,001,課堂教學,N
2325,EES6021,生態工程應用,3.0,選修,否,否,否,環境碩二,15.0,19.0,,4014,CS02320,12570,001,課堂教學,N
2327,EES7092,專題討論(二),1.0,必修,否,否,否,環境博一,3.0,3.0, ,4014,CS02410,43140,001,課堂教學,N
2328,EES797,博士論文,0.0,必修,否,否,否,環境博二,3.0,3.0, ,4014,CS02420,49380,001,課堂教學,N
2329,GEID0010,班級活動,0.0,必修,否,否,否,材料一甲,60.0,59.0, ,4015,CS03111,00001,001,課堂教學,N
2330,ATHL1004,體育(二),1.0,必修,否,否,否,材料一甲,60.0,61.0,課程內容：籃球，上課地點：體育館1F球場,4015,CS03111,00162,001,課堂教學,N
2331,MSE1010,材料科學導論(二),3.0,必修,否,否,否,材料一甲,95.0,77.0, ,4015,CS03111,19952,001,課堂教學,N
2332,ENGS1014,普通化學(二),3.0,必修,否,否,否,材料一甲,80.0,79.0, ,4015,CS03111,48402,001,課堂教學,N
2333,ENGS1017,普通化學實驗(二),1.0,必修,否,否,否,材料一甲,60.0,61.0, ,4015,CS03111,48452,001,課堂教學,N
2334,PHYS1006,普通物理(二),3.0,必修,否,否,否,材料一甲,65.0,65.0, ,4015,CS03111,48561,001,課堂教學,N
2335,PHYS1002,普通物理實驗(二),1.0,必修,否,是,否,材料一甲,65.0,66.0, ,4015,CS03111,48566,001,課堂教學,N
2336,MATH1006P,微積分(二)實習,0.0,必修,否,否,否,材料一甲,60.0,61.0, ,4015,CS03111,60512,001,課堂教學,N
2337,MATH1006,微積分(二),3.0,必修,是,是,否,材料一甲,60.0,61.0, ,4015,CS03111,60521,001,課堂教學,N
2347,IDIN102,進階程式邏輯與應用,1.0,必修,否,否,否,材料一甲,126.0,124.0,材料一甲、材料一乙合班授課,4015,CS03111,59398,001,課堂教學,N
2348,MSE1020,應用力學,3.0,選修,否,否,是,材料一甲,80.0,28.0,,4015,CS03111,72750,001,課堂教學,N
3486,MILT1035,國防科技,1.0,必修,否,否,否,材料一甲,60.0,168.0, ,4015,CS03111,41661,005,課堂教學,N
2338,GEID0010,班級活動,0.0,必修,否,否,否,材料一乙,60.0,58.0, ,4015,CS03112,00001,001,課堂教學,N
2339,ATHL1004,體育(二),1.0,必修,否,否,否,材料一乙,60.0,60.0,課程內容：基礎重訓，上課地點：體育館4F健身房,4015,CS03112,00162,001,課堂教學,N
2340,MSE1010,材料科學導論(二),3.0,必修,否,否,否,材料一乙,95.0,96.0, ,4015,CS03112,19952,001,課堂教學,N
2341,ENGS1014,普通化學(二),3.0,必修,否,否,否,材料一乙,70.0,61.0, ,4015,CS03112,48402,001,課堂教學,N
2342,ENGS1017,普通化學實驗(二),1.0,必修,否,否,否,材料一乙,60.0,64.0, ,4015,CS03112,48452,001,課堂教學,N
2343,PHYS1006,普通物理(二),3.0,必修,否,否,否,材料一乙,65.0,71.0, ,4015,CS03112,48561,001,課堂教學,N
2344,PHYS1002,普通物理實驗(二),1.0,必修,否,是,否,材料一乙,65.0,65.0, ,4015,CS03112,48566,001,課堂教學,N
2345,MATH1006P,微積分(二)實習,0.0,必修,否,否,否,材料一乙,60.0,59.0, ,4015,CS03112,60512,001,課堂教學,N
2346,MATH1006,微積分(二),3.0,必修,是,是,否,材料一乙,60.0,59.0, ,4015,CS03112,60521,001,課堂教學,N
2347,IDIN102,進階程式邏輯與應用,1.0,必修,否,否,否,材料一乙,126.0,124.0,材料一甲、材料一乙合班授課,4015,CS03112,59398,001,課堂教學,N
2348,MSE1020,應用力學,3.0,選修,否,否,是,材料一乙,80.0,28.0,,4015,CS03112,72750,001,課堂教學,N
3486,MILT1035,國防科技,1.0,必修,否,否,否,材料一乙,60.0,168.0, ,4015,CS03112,41661,005,課堂教學,N
2349,GEID0010,班級活動,0.0,必修,否,否,否,材料二甲,60.0,71.0, ,4015,CS03121,00001,001,課堂教學,N
2350,SCI202,工程數學(二),3.0,必修,否,否,是,材料二甲,80.0,87.0, ,4015,CS03121,02280,001,課堂教學,N
2351,MSE210,材料熱力學(二),3.0,必修,否,否,否,材料二甲,90.0,90.0, ,4015,CS03121,19378,001,課堂教學,N
2352,MSE212,材料基礎實驗(二),2.0,必修,否,否,否,材料二甲,80.0,77.0, ,4015,CS03121,19538,001,課堂教學,N
2353,MSE211,物理冶金學(二),3.0,必修,否,否,否,材料二甲,90.0,95.0, ,4015,CS03121,22614,001,課堂教學,N
2359,PHYS205,近代物理,3.0,選修,否,否,否,材料二甲,90.0,102.0,,4015,CS03121,20250,001,課堂教學,N
2360,MSE243,高分子材料學,3.0,選修,否,否,否,材料二甲,60.0,37.0,,4015,CS03121,31088,001,課堂教學,N
2361,MSE241,應用電子學,3.0,選修,否,否,否,材料二甲,90.0,92.0,,4015,CS03121,73400,001,課堂教學,N
2354,GEID0010,班級活動,0.0,必修,否,否,否,材料二乙,60.0,73.0, ,4015,CS03122,00001,001,課堂教學,N
2355,SCI202,工程數學(二),3.0,必修,否,否,否,材料二乙,80.0,85.0, ,4015,CS03122,02280,001,課堂教學,N
2356,MSE210,材料熱力學(二),3.0,必修,否,否,否,材料二乙,124.0,102.0, ,4015,CS03122,19378,001,課堂教學,N
2357,MSE212,材料基礎實驗(二),2.0,必修,否,否,否,材料二乙,80.0,75.0, ,4015,CS03122,19538,001,課堂教學,N
2358,MSE211,物理冶金學(二),3.0,必修,否,否,否,材料二乙,90.0,87.0, ,4015,CS03122,22614,001,課堂教學,N
2359,PHYS205,近代物理,3.0,選修,否,否,否,材料二乙,90.0,102.0,,4015,CS03122,20250,001,課堂教學,N
2360,MSE243,高分子材料學,3.0,選修,否,否,否,材料二乙,60.0,37.0,,4015,CS03122,31088,001,課堂教學,N
2361,MSE241,應用電子學,3.0,選修,否,否,否,材料二乙,90.0,92.0,,4015,CS03122,73400,001,課堂教學,N
2362,MSE312,專題實作(二),1.0,必修,否,否,否,材料三甲,80.0,60.0, ,4015,CS03131,43096,001,課堂教學,N
2363,MSE495,專題討論,2.0,必修,否,否,否,材料三甲,68.0,60.0, ,4015,CS03131,43150,001,課堂教學,N
2366,MSE480,超硬材料與應用,3.0,選修,否,否,是,材料三甲,45.0,19.0,,4015,CS03131,04243,001,課堂教學,N
2367,MSE340,X光繞射原理,3.0,選修,否,否,是,材料三甲,60.0,46.0,,4015,CS03131,06015,001,課堂教學,N
2368,MSE460,生醫材料實驗,1.0,選修,否,否,否,材料三甲,60.0,55.0,96學年度入學新生起，至少需選修本系2門專業選修實驗課，始得畢業。,4015,CS03131,11987,001,課堂教學,N
2369,MSE3059,生醫材料表面工程技術,3.0,選修,否,否,是,材料三甲,60.0,78.0,,4015,CS03131,12054,001,課堂教學,N
2370,MSE356,先進光學鍍膜實驗,1.0,選修,否,否,否,材料三甲,60.0,56.0,96學年度入學新生起，至少需選修本系2門專業選修實驗課，始得畢業。,4015,CS03131,15013,001,課堂教學,N
2371,MSE380,材料機械性質,3.0,選修,否,否,是,材料三甲,60.0,32.0,,4015,CS03131,19376,001,課堂教學,N
2372,MSE342,材料製程學,3.0,選修,否,否,是,材料三甲,60.0,32.0,,4015,CS03131,19480,001,課堂教學,N
2373,MSE325,非破壞檢測,3.0,選修,否,否,是,材料三甲,60.0,35.0,,4015,CS03131,22390,001,課堂教學,N
2374,MSE353,軟性電子材料與技術,3.0,選修,否,否,否,材料三甲,45.0,11.0,,4015,CS03131,44225,001,課堂教學,N
2375,MSE358,無機材料化學,3.0,選修,否,否,否,材料三甲,60.0,63.0,,4015,CS03131,51409,001,課堂教學,N
2376,MSE349,微電薄膜之生長及分析實驗,1.0,選修,否,否,否,材料三甲,60.0,19.0,96學年度入學新生起，至少需選修本系2門專業選修實驗課，始得畢業。,4015,CS03131,60702,001,課堂教學,N
2364,MSE312,專題實作(二),1.0,必修,否,否,否,材料三乙,80.0,61.0, ,4015,CS03132,43096,001,課堂教學,N
2365,MSE495,專題討論,2.0,必修,否,否,否,材料三乙,70.0,63.0, ,4015,CS03132,43150,001,課堂教學,N
2366,MSE480,超硬材料與應用,3.0,選修,否,否,是,材料三乙,45.0,19.0,,4015,CS03132,04243,001,課堂教學,N
2367,MSE340,X光繞射原理,3.0,選修,否,否,是,材料三乙,60.0,46.0,,4015,CS03132,06015,001,課堂教學,N
2368,MSE460,生醫材料實驗,1.0,選修,否,否,否,材料三乙,60.0,55.0,96學年度入學新生起，至少需選修本系2門專業選修實驗課，始得畢業。,4015,CS03132,11987,001,課堂教學,N
2369,MSE3059,生醫材料表面工程技術,3.0,選修,否,否,是,材料三乙,60.0,78.0,,4015,CS03132,12054,001,課堂教學,N
2370,MSE356,先進光學鍍膜實驗,1.0,選修,否,否,否,材料三乙,60.0,56.0,96學年度入學新生起，至少需選修本系2門專業選修實驗課，始得畢業。,4015,CS03132,15013,001,課堂教學,N
2371,MSE380,材料機械性質,3.0,選修,否,否,是,材料三乙,60.0,32.0,,4015,CS03132,19376,001,課堂教學,N
2372,MSE342,材料製程學,3.0,選修,否,否,是,材料三乙,60.0,32.0,,4015,CS03132,19480,001,課堂教學,N
2373,MSE325,非破壞檢測,3.0,選修,否,否,是,材料三乙,60.0,35.0,,4015,CS03132,22390,001,課堂教學,N
2374,MSE353,軟性電子材料與技術,3.0,選修,否,否,否,材料三乙,45.0,11.0,,4015,CS03132,44225,001,課堂教學,N
2375,MSE358,無機材料化學,3.0,選修,否,否,否,材料三乙,60.0,63.0,,4015,CS03132,51409,001,課堂教學,N
2376,MSE349,微電薄膜之生長及分析實驗,1.0,選修,否,否,否,材料三乙,60.0,19.0,96學年度入學新生起，至少需選修本系2門專業選修實驗課，始得畢業。,4015,CS03132,60702,001,課堂教學,N
2377,MSE473,三維積體封裝技術,3.0,選修,否,否,否,材料四甲,60.0,15.0,,4015,CS03141,04428,001,課堂教學,N
2378,MSE466,生醫感測器,3.0,選修,否,否,否,材料四甲,60.0,54.0,,4015,CS03141,12322,001,課堂教學,N
2379,MSE446,真空技術實務,3.0,選修,否,否,否,材料四甲,60.0,27.0,,4015,CS03141,30810,001,課堂教學,N
2380,AERO213,航空材料學,3.0,選修,否,否,否,材料四甲,60.0,32.0,,4015,CS03141,36250,001,課堂教學,N
2381,MSE482,專業實習(二),9.0,選修,否,否,否,材料四甲,60.0,4.0,,4015,CS03141,43037,001,課堂教學,N
2382,MSE472,薄膜材料,3.0,選修,否,否,否,材料四甲,60.0,52.0,,4015,CS03141,67580,001,課堂教學,N
3559,MSE4076,碳纖維高分子複合材料,3.0,選修,否,否,否,材料四甲,60.0,11.0,,4015,CS03141,64601,001,課堂教學,N
2377,MSE473,三維積體封裝技術,3.0,選修,否,否,否,材料四乙,60.0,15.0,,4015,CS03142,04428,001,課堂教學,N
2378,MSE466,生醫感測器,3.0,選修,否,否,否,材料四乙,60.0,54.0,,4015,CS03142,12322,001,課堂教學,N
2379,MSE446,真空技術實務,3.0,選修,否,否,否,材料四乙,60.0,27.0,,4015,CS03142,30810,001,課堂教學,N
2380,AERO213,航空材料學,3.0,選修,否,否,否,材料四乙,60.0,32.0,,4015,CS03142,36250,001,課堂教學,N
2381,MSE482,專業實習(二),9.0,選修,否,否,否,材料四乙,60.0,4.0,,4015,CS03142,43037,001,課堂教學,N
2382,MSE472,薄膜材料,3.0,選修,否,否,否,材料四乙,60.0,52.0,,4015,CS03142,67580,001,課堂教學,N
3559,MSE4076,碳纖維高分子複合材料,3.0,選修,否,否,否,材料四乙,60.0,11.0,,4015,CS03142,64601,001,課堂教學,N
2383,MSE6092,專題討論(二),1.0,必修,否,否,否,材料碩一,50.0,44.0, ,4015,CS03310,43140,001,課堂教學,N
2384,MSE6029,功能性高分子材料特論,3.0,選修,否,否,否,材料碩一,30.0,14.0,,4015,CS03310,11760,001,課堂教學,N
2385,MSE6017,非晶質材料,3.0,選修,否,否,否,材料碩一,30.0,14.0,,4015,CS03310,22370,001,課堂教學,N
2386,MSE6018,相變化,3.0,選修,否,否,否,材料碩一,50.0,51.0,固体擴散、相變化二選一,4015,CS03310,28350,001,課堂教學,N
2387,MSE6007,穿透式電子顯微鏡學,3.0,選修,否,否,否,材料碩一,50.0,44.0,Select one of scanning electron microscopy and transmission electron microscopy,4015,CS03310,38690,001,課堂教學,Y
2388,MSE6081,微電子構裝及可靠度分析,3.0,選修,否,否,否,材料碩一,30.0,29.0,,4015,CS03310,60462,001,課堂教學,N
2389,MSE697,碩士論文,0.0,必修,否,否,否,材料碩二,0.0,41.0, ,4015,CS03320,61530,001,課堂教學,N
2390,MSE654,光電半導體元件及材料,3.0,選修,否,否,否,材料碩二,30.0,17.0,,4015,CS03320,13498,001,課堂教學,N
2392,MSE663,電漿診斷,3.0,選修,否,否,否,材料碩二,30.0,28.0,,4015,CS03320,56602,001,課堂教學,Y
2393,MSE6064,微製造學,3.0,選修,否,否,否,材料碩二,30.0,28.0,,4015,CS03320,63422,001,課堂教學,N
2394,MSE796,獨立研究(二),3.0,必修,否,否,否,材料博一,10.0,4.0, ,4015,CS03410,10051,001,課堂教學,N
2395,MSE7092,專題討論(二),1.0,必修,否,否,否,材料博一,10.0,4.0, ,4015,CS03410,43140,001,課堂教學,N
2396,MSE797,博士論文,0.0,必修,否,否,否,材料博二,0.0,1.0, ,4015,CS03420,49380,001,課堂教學,N
2446,GEID0010,班級活動,0.0,必修,否,否,否,光電一甲,60.0,59.0, ,4016,CS06111,00001,001,課堂教學,N
2447,ATHL1004,體育(二),1.0,必修,否,否,否,光電一甲,60.0,59.0,課程內容：基礎重訓，上課地點：體育館4F健身房,4016,CS06111,00162,001,課堂教學,N
2448,ENGS1002,計算機概論,2.0,必修,否,否,否,光電一甲,60.0,64.0, ,4016,CS06111,27400,001,課堂教學,N
2449,OPT1005,基礎光電工程數學,2.0,必修,否,否,否,光電一甲,60.0,66.0, ,4016,CS06111,40602,001,課堂教學,N
2450,PHYS1006,普通物理(二),3.0,必修,否,否,否,光電一甲,65.0,65.0, ,4016,CS06111,48561,001,課堂教學,N
2451,PHYS1006P,普通物理實習(二),0.0,必修,否,否,否,光電一甲,65.0,64.0, ,4016,CS06111,48563,001,課堂教學,N
2452,PHYS1002,普通物理實驗(二),1.0,必修,否,是,否,光電一甲,65.0,68.0, ,4016,CS06111,48566,001,課堂教學,N
2453,MATH1006P,微積分(二)實習,0.0,必修,否,否,否,光電一甲,60.0,60.0, ,4016,CS06111,60512,001,課堂教學,N
2454,MATH1006,微積分(二),3.0,必修,是,是,否,光電一甲,60.0,60.0, ,4016,CS06111,60521,001,課堂教學,N
2464,ENGS1014,普通化學(二),3.0,選修,否,否,否,光電一甲,60.0,38.0,,4016,CS06111,48402,001,課堂教學,N
2455,GEID0010,班級活動,0.0,必修,否,否,否,光電一乙,60.0,59.0, ,4016,CS06112,00001,001,課堂教學,N
2456,ATHL1004,體育(二),1.0,必修,否,否,否,光電一乙,60.0,58.0,課程內容：桌球，上課地點：體育館5F桌球室,4016,CS06112,00162,001,課堂教學,N
2457,ENGS1002,計算機概論,2.0,必修,否,否,否,光電一乙,60.0,61.0, ,4016,CS06112,27400,001,課堂教學,N
2458,OPT1005,基礎光電工程數學,2.0,必修,否,否,否,光電一乙,60.0,69.0, ,4016,CS06112,40602,001,課堂教學,N
2459,PHYS1006,普通物理(二),3.0,必修,否,否,否,光電一乙,65.0,71.0, ,4016,CS06112,48561,001,課堂教學,N
2460,PHYS1006P,普通物理實習(二),0.0,必修,否,否,否,光電一乙,65.0,68.0, ,4016,CS06112,48563,001,課堂教學,N
2461,PHYS1002,普通物理實驗(二),1.0,必修,否,是,否,光電一乙,65.0,62.0, ,4016,CS06112,48566,001,課堂教學,N
2462,MATH1006P,微積分(二)實習,0.0,必修,否,否,否,光電一乙,60.0,62.0, ,4016,CS06112,60512,001,課堂教學,N
2463,MATH1006,微積分(二),3.0,必修,是,是,否,光電一乙,60.0,62.0, ,4016,CS06112,60521,001,課堂教學,N
2464,ENGS1014,普通化學(二),3.0,選修,否,否,否,光電一乙,60.0,38.0,,4016,CS06112,48402,001,課堂教學,N
2465,GEID0010,班級活動,0.0,必修,否,否,否,光電二甲,60.0,55.0, ,4016,CS06121,00001,001,課堂教學,N
2466,SCI202,工程數學(二),3.0,必修,否,否,否,光電二甲,60.0,61.0, ,4016,CS06121,02280,001,課堂教學,N
2467,OPT201,光學(一),3.0,必修,否,否,否,光電二甲,60.0,69.0, ,4016,CS06121,13645,001,課堂教學,N
2468,PHYS202P,電磁學實習(二),0.0,必修,否,否,否,光電二甲,60.0,58.0, ,4016,CS06121,56802,001,課堂教學,N
2469,PHYS202,電磁學(二),3.0,必修,否,否,否,光電二甲,60.0,58.0, ,4016,CS06121,56830,001,課堂教學,N
2470,OPT207,應用電子學(二),3.0,必修,否,否,否,光電二甲,60.0,55.0, ,4016,CS06121,73403,001,課堂教學,N
2471,OPT209,應用電子學實驗(二),1.0,必修,否,否,否,光電二甲,60.0,57.0,系外學生修習本課程，須經授課教師簽名同意。,4016,CS06121,73412,001,課堂教學,N
2479,OPT332,光電數值方法,3.0,選修,否,否,否,光電二甲,60.0,42.0, ,4016,CS06121,13571,001,課堂教學,N
2480,PHYS431,固態物理導論,3.0,選修,否,否,否,光電二甲,60.0,45.0, ,4016,CS06121,21870,001,課堂教學,N
2481,OPT331,科學儀器學,3.0,選修,否,否,否,光電二甲,40.0,40.0,,4016,CS06121,22631,001,課堂教學,N
2472,GEID0010,班級活動,0.0,必修,否,否,否,光電二乙,60.0,56.0, ,4016,CS06122,00001,001,課堂教學,N
2473,SCI202,工程數學(二),3.0,必修,否,否,否,光電二乙,60.0,63.0, ,4016,CS06122,02280,001,課堂教學,N
2474,OPT201,光學(一),3.0,必修,否,否,否,光電二乙,60.0,65.0, ,4016,CS06122,13645,001,課堂教學,N
2475,PHYS202P,電磁學實習(二),0.0,必修,否,否,否,光電二乙,60.0,60.0, ,4016,CS06122,56802,001,課堂教學,N
2476,PHYS202,電磁學(二),3.0,必修,否,否,否,光電二乙,60.0,62.0, ,4016,CS06122,56830,001,課堂教學,N
2477,OPT207,應用電子學(二),3.0,必修,否,否,否,光電二乙,60.0,69.0, ,4016,CS06122,73403,001,課堂教學,N
2478,OPT209,應用電子學實驗(二),1.0,必修,否,否,否,光電二乙,60.0,55.0,系外學生修習本課程，須經授課教師簽名同意。,4016,CS06122,73412,001,課堂教學,N
2479,OPT332,光電數值方法,3.0,選修,否,否,否,光電二乙,60.0,42.0, ,4016,CS06122,13571,001,課堂教學,N
2480,PHYS431,固態物理導論,3.0,選修,否,否,否,光電二乙,60.0,45.0, ,4016,CS06122,21870,001,課堂教學,N
2481,OPT331,科學儀器學,3.0,選修,否,否,否,光電二乙,40.0,40.0,,4016,CS06122,22631,001,課堂教學,N
2482,ENGL1062,大三英文,2.0,必修,否,否,否,光電三甲,60.0,55.0, ,4016,CS06131,04303,001,課堂教學,N
2483,OPT204,光學實驗(二),1.0,必修,否,否,否,光電三甲,60.0,54.0,系外同學修習本課程，需經授課教師同意。,4016,CS06131,13673,001,課堂教學,N
2484,OPT302,光電半導體元件導論,3.0,必修,否,否,否,光電三甲,60.0,63.0, ,4016,CS06131,13691,001,課堂教學,N
2485,OPT301,雷射與光子學導論,3.0,必修,否,否,否,光電三甲,60.0,57.0, ,4016,CS06131,57525,001,課堂教學,N
2490,OPT352,光纖元件與應用概論,3.0,選修,否,否,否,光電三甲,60.0,77.0,,4016,CS06131,13522,001,課堂教學,N
2491,OPT349,光學鍍膜概論,3.0,選修,否,否,否,光電三甲,60.0,49.0, ,4016,CS06131,13677,001,課堂教學,N
2492,OPT363,專題研究(二),3.0,選修,否,否,否,光電三甲,60.0,27.0,光電系具有指導老師之專題生始可修習本課程，若無指導老師或系外生請勿修習。,4016,CS06131,43090,001,課堂教學,N
2493,OPT336,微處理器系統,3.0,選修,否,否,否,光電三甲,30.0,40.0,,4016,CS06131,60599,001,課堂教學,N
2494,OPT365,數位光學造影技術,3.0,選修,否,否,否,光電三甲,40.0,15.0,,4016,CS06131,62124,001,課堂教學,N
2495,OPT446,積體光學,3.0,選修,否,否,否,光電三甲,60.0,39.0,,4016,CS06131,71654,001,課堂教學,N
2486,ENGL1062,大三英文,2.0,必修,否,否,否,光電三乙,60.0,58.0, ,4016,CS06132,04303,001,課堂教學,N
2487,OPT204,光學實驗(二),1.0,必修,否,否,否,光電三乙,60.0,60.0,系外同學修習本課程，需經授課教師同意。,4016,CS06132,13673,001,課堂教學,N
2488,OPT302,光電半導體元件導論,3.0,必修,否,否,否,光電三乙,60.0,63.0, ,4016,CS06132,13691,001,課堂教學,N
2489,OPT301,雷射與光子學導論,3.0,必修,否,否,否,光電三乙,60.0,73.0, ,4016,CS06132,57525,001,課堂教學,N
2490,OPT352,光纖元件與應用概論,3.0,選修,否,否,否,光電三乙,60.0,77.0,,4016,CS06132,13522,001,課堂教學,N
2491,OPT349,光學鍍膜概論,3.0,選修,否,否,否,光電三乙,60.0,49.0, ,4016,CS06132,13677,001,課堂教學,N
2492,OPT363,專題研究(二),3.0,選修,否,否,否,光電三乙,60.0,27.0,光電系具有指導老師之專題生始可修習本課程，若無指導老師或系外生請勿修習。,4016,CS06132,43090,001,課堂教學,N
2493,OPT336,微處理器系統,3.0,選修,否,否,否,光電三乙,30.0,40.0,,4016,CS06132,60599,001,課堂教學,N
2494,OPT365,數位光學造影技術,3.0,選修,否,否,否,光電三乙,40.0,15.0,,4016,CS06132,62124,001,課堂教學,N
2495,OPT446,積體光學,3.0,選修,否,否,否,光電三乙,60.0,39.0,,4016,CS06132,71654,001,課堂教學,N
2497,OPT4055,生醫光電應用,3.0,選修,否,否,否,光電四甲,60.0,60.0,,4016,CS06141,11913,001,課堂教學,N
2498,OPT4054,成像系統實務,3.0,選修,否,否,否,光電四甲,30.0,35.0,,4016,CS06141,16952,001,課堂教學,N
2500,OPT486,專業實習(二),9.0,選修,否,否,否,光電四甲,60.0,5.0,本課程僅限光電系學士班學生選修。,4016,CS06141,43037,001,課堂教學,N
2501,OPT4056,微機電系統與半導體製程,3.0,選修,否,否,否,光電四甲,60.0,51.0,,4016,CS06141,60444,001,課堂教學,N
2497,OPT4055,生醫光電應用,3.0,選修,否,否,否,光電四乙,60.0,60.0,,4016,CS06142,11913,001,課堂教學,N
2498,OPT4054,成像系統實務,3.0,選修,否,否,否,光電四乙,30.0,35.0,,4016,CS06142,16952,001,課堂教學,N
2500,OPT486,專業實習(二),9.0,選修,否,否,否,光電四乙,60.0,5.0,本課程僅限光電系學士班學生選修。,4016,CS06142,43037,001,課堂教學,N
2501,OPT4056,微機電系統與半導體製程,3.0,選修,否,否,否,光電四乙,60.0,51.0,,4016,CS06142,60444,001,課堂教學,N
2502,OPT6092,專題討論(二),1.0,必修,否,否,否,光電碩一,24.0,22.0,系外學生修習本課程，須經授課教師簽名同意。,4016,CS06310,43140,001,課堂教學,N
2503,OPT6007,光電子學,3.0,選修,否,否,否,光電碩一,24.0,25.0,系外學生修習本課程，須經授課教師簽名同意。,4016,CS06310,13590,001,課堂教學,N
2504,OPT6010,傅氏光學,3.0,選修,否,否,否,光電碩一,24.0,28.0,,4016,CS06310,38800,001,課堂教學,N
2505,OPT6011,幾何光學,3.0,選修,否,否,否,光電碩一,24.0,24.0,,4016,CS06310,49613,001,課堂教學,N
2506,OPT697,碩士論文,0.0,必修,否,否,否,光電碩二,0.0,18.0, ,4016,CS06320,61530,001,課堂教學,N
2507,MSE630,半導體光電性質特論,3.0,選修,否,否,否,光電碩二,24.0,10.0, ,4016,CS06320,11350,001,課堂教學,Y
2508,OPT751,專業實習(二),6.0,選修,否,否,否,光電碩二,24.0,1.0,本課程僅限光電系碩士班學生選修。,4016,CS06320,43037,001,課堂教學,N
2509,OPT694,專題討論(四),1.0,選修,否,否,否,光電碩二,24.0,15.0,系外學生修習本課程，須經授課教師簽名同意。,4016,CS06320,43132,001,課堂教學,N
0056,DATS6084,專題討論(二),1.0,必修,否,否,否,數科碩一學位學程,15.0,14.0, ,4019,CA02310,43140,001,課堂教學,N
0060,DATS6004,深度學習電腦視覺實務,3.0,選修,否,否,否,數科碩一學位學程,30.0,18.0,,4019,CA02310,38820,001,課堂教學,N
0061,DATS6003,機器學習,3.0,選修,否,否,否,數科碩一學位學程,30.0,16.0,,4019,CA02310,69971,001,課堂教學,N
0062,MDS689,碩士論文,0.0,必修,否,否,否,數科碩二學位學程,15.0,14.0, ,4019,CA02320,61530,001,課堂教學,N
0063,MDS662,最佳化：原理與應用,3.0,選修,否,否,否,數科碩二學位學程,30.0,22.0,,4019,CA02320,50391,001,課堂教學,N
0064,BUS6010,產業巡禮,3.0,選修,否,否,否,商學院綜合班,35.0,35.0,For foreign students at the Business School only,4100,CB00101,41244,001,課堂教學,Y
0065,BUS3002,智慧科技與商業創新,3.0,選修,否,否,否,商學院綜合班,60.0,49.0,修讀完成3門可取得商業創新微學程證書，且可列入「智慧應用學分學程」。,4100,CB00101,48898,001,課堂教學,N
