scr_selcode,sub_name,scr_credit,scj_scr_mso,cls_name,scr_period,scr_precnt,scr_acptcnt,scr_remarks
390,租稅原理,3,選修,財稅一甲,(四)06-08 商207 謝耀智,65,55,
381,班級活動,0,必修,財稅一乙,(四)05     語207 羅勝議,60,54, 
382,體育(二),1,必修,財稅一乙,(一)08-09 體館503(桌球室) 鄧政顯,60,60,課程內容：桌球，上課地點：體育館5F桌球室
383,會計學(二),3,必修,財稅一乙,(四)02-04 語207 羅勝議,75,56,須同班修習「會計學(二)實習」課
384,會計學(二)實習,0,必修,財稅一乙,(三)08-09 人501 鄭雅君,75,55,須同班修習「會計學(二)」正課
385,經濟學(二),3,必修,財稅一乙,(五)02-04 商202 吳朝欽,79,62,正課與實習課需同班修習
386,經濟學(二)實習,0,必修,財稅一乙,(二)08-09 語207 鍾巧鈺,79,62,正課與實習課需同班修習
387,微積分,3,必修,財稅一乙,(一)02-04 理404 陳裕益,60,59, 
388,微積分實習,0,必修,財稅一乙,(五)01     商202,60,59, 
389,進階程式邏輯與應用,1,必修,財稅一乙,(一)10     圖212_資訊素養 (一)10     圖213_程式實作 周澤捷,126,126,財稅一甲、財稅一乙合班授課
390,租稅原理,3,選修,財稅一乙,(四)06-08 商207 謝耀智,65,55,
392,班級活動,0,必修,財稅二甲,(四)04     商304 曾子耘,60,57, 
393,中級會計學(二),3,必修,財稅二甲,(三)06-08 商309 許慧雯,80,70,正課與實習課需同班修習
394,中級會計學(二)實習,0,必修,財稅二甲,(三)01     商201,80,70,正課與實習課需同班修習
395,民法概要,3,必修,財稅二甲,(一)11-13 商302 李明海,40,79, 
396,租稅法(二),3,必修,財稅二甲,(四)01-03 商304 洪國仁,75,64, 
397,統計學(二),3,必修,財稅二甲,(三)02-04 商201 李仁佑,70,67, 
398,統計學(二)實習,0,必修,財稅二甲,(二)06-07 商206 邱雁琳,70,67, 
406,國際貿易與匯兌,3,選修,財稅二甲,(二)02-04 商309 謝耀智,60,46,
407,記帳相關法規,3,選修,財稅二甲,(三)11-13 商405 洪國仁,70,62, 
399,班級活動,0,必修,財稅二乙,(一)05     商405 何艷宏,60,58, 
400,中級會計學(二),3,必修,財稅二乙,(一)07-09 商309 羅勝議,75,44, 
401,中級會計學(二)實習,0,必修,財稅二乙,(一)06     商309,75,44, 
402,民法概要,3,必修,財稅二乙,(五)06-08 商305 林佳怡,80,84, 
403,租稅法(二),3,必修,財稅二乙,(一)02-04 商405 黃瓊如,73,75, 
404,統計學(二),3,必修,財稅二乙,(三)07-09 商203 林文欽,70,66, 
405,統計學(二)實習,0,必修,財稅二乙,(二)06-07 語206 黃彥菱,70,66, 
406,國際貿易與匯兌,3,選修,財稅二乙,(二)02-04 商309 謝耀智,60,46,
407,記帳相關法規,3,選修,財稅二乙,(三)11-13 商405 洪國仁,70,62, 
408,大三英文,2,必修,財稅三甲,(四)01-02 商306 董綺安,60,61, 
409,所得稅理論與制度,2,必修,財稅三甲,(四)03-04 科航202 陳盛通,75,61, 
410,財務管理實習,0,必修,財稅三甲,(四)06     紀104,75,64,正課與實習課需同班修習
411,財務管理,3,必修,財稅三甲,(四)07-09 紀104 黃定遠,75,64,正課與實習課需同班修習
412,財政學(二),3,必修,財稅三甲,(三)02-04 商401 黃瓊如,75,61, 
413,管理會計,3,必修,財稅三甲,(五)02-04 商208 許慧雯,75,72,正課與實習課需同班修習
414,管理會計實習,0,必修,財稅三甲,(二)06     忠206,75,72,正課與實習課需同班修習
423,土地稅,3,選修,財稅三甲,(一)06-08 語306 梁景洋,60,60,
424,投資學,3,選修,財稅三甲,(二)07-09 忠206 何艷宏,70,64, 
425,租稅實習,2,選修,財稅三甲,"(一)00     未排教室 梁景洋,黃瓊如,游慧光,黃定遠,洪國仁,曾子耘,陳盛通,黃琝琇,吳朝欽,許慧雯,何艷宏",60,51,只限財稅系學生選
426,財稅商用英文,2,選修,財稅三甲,(五)06-07 商208 鄭正男,60,58,
415,大三英文,2,必修,財稅三乙,(四)03-04 人405 王淑真,60,62, 
416,所得稅理論與制度,2,必修,財稅三乙,(三)03-04 商207 謝耀智,68,66, 
417,財務管理實習,0,必修,財稅三乙,(三)06     語204,70,57,正課與實習課需同班修習
418,財務管理,3,必修,財稅三乙,(四)06-08 商402 曾子耘,75,57,正課與實習課需同班修習
419,財政學(二),3,必修,財稅三乙,(三)07-09 語204 黃定遠,75,61, 
420,管理會計,3,必修,財稅三乙,(四)11-13 商402 黃彥樺,60,48,正課與實習課需同班修習
421,管理會計實習,0,必修,財稅三乙,(三)01     商207,60,48, 
423,土地稅,3,選修,財稅三乙,(一)06-08 語306 梁景洋,60,60,
424,投資學,3,選修,財稅三乙,(二)07-09 忠206 何艷宏,70,64, 
425,租稅實習,2,選修,財稅三乙,"(一)00     未排教室 梁景洋,黃瓊如,游慧光,黃定遠,洪國仁,曾子耘,陳盛通,黃琝琇,吳朝欽,許慧雯,何艷宏",60,51,只限財稅系學生選
426,財稅商用英文,2,選修,財稅三乙,(五)06-07 商208 鄭正男,60,58,
427,企業稅務,3,選修,財稅四甲,(一)06-08 商405 黃琝琇,60,56,
428,財務規劃與投資決策,3,選修,財稅四甲,(一)11-13 商405 李國賓,60,56,
429,專業實習,9,選修,財稅四甲,(六)00     未排教室 吳朝欽,60,2,只限財稅系並且已與學校合作企業簽約的同學選
430,溝通與談判技巧,3,選修,財稅四甲,(五)11-13 商405 施又瑀,80,32,
3560,財務報表分析,3,選修,財稅四甲,(二)02-04 商201 羅勝議,68,61,
427,企業稅務,3,選修,財稅四乙,(一)06-08 商405 黃琝琇,60,56,
428,財務規劃與投資決策,3,選修,財稅四乙,(一)11-13 商405 李國賓,60,56,
429,專業實習,9,選修,財稅四乙,(六)00     未排教室 吳朝欽,60,2,只限財稅系並且已與學校合作企業簽約的同學選
430,溝通與談判技巧,3,選修,財稅四乙,(五)11-13 商405 施又瑀,80,32,
3560,財務報表分析,3,選修,財稅四乙,(二)02-04 商201 羅勝議,68,61,
431,公共支出理論,3,必修,財稅碩一,(二)02-04 商1111 游慧光,20,21, 
432,租稅理論,3,必修,財稅碩一,"(三)02-04 商1111 梁景洋,張嘉仁",20,21, 
434,企業租稅策略,3,選修,財稅碩一,(二)07-09 商1111 林晏如,10,14,
435,政府預算,3,選修,財稅碩一,(四)07-09 商1111 何艷宏,20,9,
436,財政金融政策,3,選修,財稅碩一,"(三)07-09 商705 吳朝欽,楊建成",10,20,
437,碩士論文,0,必修,財稅碩二,"(一)10     商1111 (二)10     商1111 黃瓊如,黃定遠,曾子耘,陳盛通,黃琝琇,吳朝欽,許慧雯,何艷宏,梁景洋",0,19, 
474,班級活動,0,必修,統計一甲,(一)08     商205 劉峰旗,60,52, 
475,體育(二),1,必修,統計一甲,(三)08-09 體124(網球場) 劉嘉豪,60,60,課程內容：網球/籃球，上課地點：網球場/籃球場
476,統計學(二),3,必修,統計一甲,(二)02-04 商304 劉峰旗,70,58, 
477,統計學(二)實習,0,必修,統計一甲,(一)06-07 商207 邱雁琳,70,58, 
478,經濟學(二),3,必修,統計一甲,(四)02-04 商404 吳紀瑩,72,57,正課與實習課需同班修習
479,經濟學(二)實習,0,必修,統計一甲,(五)03-04 語204 謝穎慧,72,57,正課與實習課需同班修習
480,微積分(二)實習,0,必修,統計一甲,(五)02     語105,70,52, 
481,微積分(二),3,必修,統計一甲,(二)06     語305 (三)03-04 理401 林維鈞,70,52, 
490,統計套裝軟體(一),3,選修,統計一甲,(三)11-13 商301(電腦實習室) 巫亮宏,68,66,
491,資訊網路,2,選修,統計一甲,(一)01-02 商301(電腦實習室) 周澤捷,60,59,
482,班級活動,0,必修,統計一乙,(一)08     商206 王价輝,60,54, 
483,體育(二),1,必修,統計一乙,(四)06-07 體124(網球場) 黃素珍,60,63,課程內容：網球，上課地點：網球場
484,統計學(二),3,必修,統計一乙,(二)02-04 商305 王价輝,70,60, 
485,統計學(二)實習,0,必修,統計一乙,(一)06-07 商206 黃彥菱,70,60, 
486,經濟學(二),3,必修,統計一乙,(四)02-04 商308 彭德昭,65,53,正課與實習課需同班修習
487,經濟學(二)實習,0,必修,統計一乙,(五)01-02 資電107 鍾巧鈺,65,53,正課與實習課需同班修習
488,微積分(二)實習,0,必修,統計一乙,(四)08     語201,70,59, 
489,微積分(二),3,必修,統計一乙,(二)06     語301 (三)03-04 語306 黃同瑤,70,59, 
490,統計套裝軟體(一),3,選修,統計一乙,(三)11-13 商301(電腦實習室) 巫亮宏,68,66,
491,資訊網路,2,選修,統計一乙,(一)01-02 商301(電腦實習室) 周澤捷,60,59,
492,班級活動,0,必修,統計二甲,(一)09     商302 吳榮彬,60,49, 
493,商業數據分析,3,必修,統計二甲,(三)07-09 建305 吳榮彬,70,49, 
494,財務管理實習,0,必修,統計二甲,(一)01     商302,70,59, 
495,財務管理,3,必修,統計二甲,(一)02-04 商302 陳宗佑,70,59, 
496,會計學(二),3,必修,統計二甲,(四)02-04 忠308 陳品如,70,52,須同班修習「會計學(二)實習」課
497,會計學(二)實習,0,必修,統計二甲,(一)07-08 商302 鄭雅君,70,52,須同班修習「會計學(二)」正課
498,機率論,3,必修,統計二甲,(五)02-04 商303 林建同,70,71,
499,機率論實習,0,必修,統計二甲,(五)01     商303,70,71,
508,商事法,3,選修,統計二甲,(四)11-13 商305 陳奕勳,80,75,
500,班級活動,0,必修,統計二乙,(一)09     商404 林建同,60,49, 
501,商業數據分析,3,必修,統計二乙,(一)02-04 建305 吳榮彬,70,57, 
502,財務管理實習,0,必修,統計二乙,(三)01     忠310,70,52, 
503,財務管理,3,必修,統計二乙,(三)02-04 忠310 武氏紅芳,70,52, 
504,統計計算,3,必修,統計二乙,"(五)01     商301(電腦實習室) (五)03-04 商301(電腦實習室) 林建同,鍾冬川",68,56,
505,統計計算實習,0,必修,統計二乙,(五)02     商301(電腦實習室),68,56,
506,會計學(二),3,必修,統計二乙,(一)06-08 商406 林惠美,70,53,須同班修習「會計學(二)實習」課
507,會計學(二)實習,0,必修,統計二乙,(二)03-04 科航202 李宏毅,70,53,須同班修習「會計學(二)」正課
508,商事法,3,選修,統計二乙,(四)11-13 商305 陳奕勳,80,75,
509,多變量分析,3,必修,統計三甲,(二)06-08 商301(電腦實習室) 巫亮宏,68,62, 
510,預測分析,3,必修,統計三甲,(四)06-08 商301(電腦實習室) 陳婉淑,68,54, 
511,應用數理統計學(二),3,必修,統計三甲,(三)02-04 忠210 黃偉恆,70,47, 
512,應用數理統計學(二)實習,0,必修,統計三甲,(四)01-02 語201,70,47, 
518,應用統計(一),3,選修,統計三甲,(二)11-13 資電B13(電腦實習室) 廖揚立,43,38,
519,中醫學導論(一),2,選修,統計三甲,(三)08-09 商311 張鈺鑫,80,90,
3522,品質管制,3,選修,統計三甲,"(三)11-13 商303 李名鏞,廖揚立",60,33,
513,多變量分析,3,必修,統計三乙,(五)06-08 商301(電腦實習室) 巫亮宏,68,53, 
514,預測分析,3,必修,統計三乙,(三)02     商202 (三)03-04 商301(電腦實習室) 劉峰旗,68,59, 
515,應用數理統計學(二),3,必修,統計三乙,(二)02-04 語201 黃偉恆,70,57, 
516,應用數理統計學(二)實習,0,必修,統計三乙,(三)06-07 商107,70,57, 
518,應用統計(一),3,選修,統計三乙,(二)11-13 資電B13(電腦實習室) 廖揚立,43,38,
519,中醫學導論(一),2,選修,統計三乙,(三)08-09 商311 張鈺鑫,80,90,
3522,品質管制,3,選修,統計三乙,"(三)11-13 商303 李名鏞,廖揚立",60,33,
522,專題討論(二),1,必修,統精碩一,(五)07     商702 林建同,30,23, 
523,產險精算數學(二),3,選修,統精碩一,(四)06-08 商1013 王价輝,18,11,
524,統計計算,3,選修,統精碩一,(三)02-04 行政二館104-電腦實習室 陳婉淑,30,18,
525,複利數學,3,選修,統精碩一,(二)07-09 商1011 李燊銘,30,15,
526,壽險精算數學(二),3,選修,統精碩一,(一)06-08 商1011 林麗芬,30,5,
527,高等數理統計學(二),3,選修,統精碩一,(四)02-04 商702 林建同,30,10,
528,碩士論文,0,必修,統精碩二,(六)00     未排教室,0,15, 
529,精算實務(二),3,選修,統精碩二,"(六)02-04 商1013 陳榮森,曾慶泓,簡仲明,文子豐,葉爾康,林育德,周弘毅,劉人楷",18,8,研究生院(精算學群)
3565,精算統計模型(二),3,選修,統精碩二,(三)07-09 商1011 廖揚立,30,9,
530,班級活動,0,必修,經濟一甲,(一)08     商403 彭德昭,60,55, 
531,體育(二),1,必修,經濟一甲,(一)06-07 體館202(第二舞蹈室) 劉品坊,60,50,課程內容：瑜珈提斯，上課地點：體育館2F第二舞蹈室
532,會計學(二),3,必修,經濟一甲,(五)02-04 商206 蔡垂君,70,58,須同班修習「會計學(二)實習」課
533,會計學(二)實習,0,必修,經濟一甲,(三)06-07 商208 李宏毅,70,58,須同班修習「會計學(二)」正課
534,經濟學(二),3,必修,經濟一甲,(二)02-04 商204 彭德昭,82,60,正課與實習課需同班修習
535,經濟學(二)實習,0,必修,經濟一甲,(三)08-09 商208 謝穎慧,82,60,正課與實習課需同班修習
536,微積分(二)實習,0,必修,經濟一甲,(五)01     商206,68,68, 
537,微積分(二),3,必修,經濟一甲,(三)02-04 忠211 陳裕益,68,68, 
538,管理學,3,必修,經濟一甲,(四)02-04 資電B07 鄭孟育,65,65, 
548,進階程式邏輯與應用,1,必修,經濟一甲,(三)01     圖212_資訊素養 (三)01     圖213_程式實作 周澤捷,126,123,經濟一甲、經濟一乙合班上課
539,班級活動,0,必修,經濟一乙,(一)08     科航204 何思賢,60,51, 
540,體育(二),1,必修,經濟一乙,(五)03-04 體館403(第二健身室) 何忠鋒,60,55,課程內容：基礎重訓，上課地點：體育館4F健身房
541,會計學(二),3,必修,經濟一乙,(三)02-04 資電410 賴建文,64,51,須同班修習「會計學(二)實習」課
542,會計學(二)實習,0,必修,經濟一乙,(四)08-09 語105 賴家蓁,60,51,須同班修習「會計學(二)」正課
543,經濟學(二),3,必修,經濟一乙,(二)02-04 商207 何思賢,72,65,正課與實習課需同班修習
544,經濟學(二)實習,0,必修,經濟一乙,(四)06-07 語105 陳舜華,72,65,正課與實習課需同班修習
545,微積分(二)實習,0,必修,經濟一乙,(五)02     語302,65,50, 
546,微積分(二),3,必修,經濟一乙,(四)02-04 語305 陳子建,65,50, 
547,管理學,3,必修,經濟一乙,(三)06-08 語201 王芊惠,70,67, 
548,進階程式邏輯與應用,1,必修,經濟一乙,(三)01     圖212_資訊素養 (三)01     圖213_程式實作 周澤捷,126,123,經濟一甲、經濟一乙合班上課
549,班級活動,0,必修,經濟二甲,(一)07     商403 吳紀瑩,60,58, 
550,個體經濟學(二),3,必修,經濟二甲,(一)02-04 商203 吳紀瑩,72,59,正課與實習課需同班修習
551,個體經濟學(二)實習,0,必修,經濟二甲,(三)01     商308,72,59,正課與實習課需同班修習
552,統計學(二),3,必修,經濟二甲,(二)06-08 商306 李仁佑,72,69, 
553,統計學(二)實習,0,必修,經濟二甲,(一)08-09 商207 邱雁琳,72,69, 
554,總體經濟學(二),3,必修,經濟二甲,(三)07-09 商305 林雅淇,75,63,正課與實習課需同班修習
555,總體經濟學(二)實習,0,必修,經濟二甲,(一)06     商403,75,63,正課與實習課需同班修習
563,行為經濟學,3,選修,經濟二甲,(二)02-04 商408 鄭保村,75,32,
564,投資學,3,選修,經濟二甲,(五)07-09 商202 徐繼達,75,74,
565,商事法,3,選修,經濟二甲,(三)11-13 商402 陳奕勳,75,75,
566,資料科學導論：Python實踐,3,選修,經濟二甲,(四)11-13 行政二館104-電腦實習室 何思賢,60,31,
556,班級活動,0,必修,經濟二乙,(一)07     商203 胡士文,60,51, 
557,個體經濟學(二),3,必修,經濟二乙,(一)02-04 商201 胡士文,80,75,正課與實習課需同班修習
558,個體經濟學(二)實習,0,必修,經濟二乙,(二)01     商305,80,75,正課與實習課需同班修習
559,統計學(二),3,必修,經濟二乙,(二)06-08 商405 吳進家,80,75, 
560,統計學(二)實習,0,必修,經濟二乙,(一)08-09 商203 黃彥菱,80,75, 
561,總體經濟學(二),3,必修,經濟二乙,(四)02-04 商205 顏厚棟,72,52,正課與實習課需同班修習
562,總體經濟學(二)實習,0,必修,經濟二乙,(三)01     商302,72,52,正課與實習課需同班修習
563,行為經濟學,3,選修,經濟二乙,(二)02-04 商408 鄭保村,75,32,
564,投資學,3,選修,經濟二乙,(五)07-09 商202 徐繼達,75,74,
565,商事法,3,選修,經濟二乙,(三)11-13 商402 陳奕勳,75,75,
566,資料科學導論：Python實踐,3,選修,經濟二乙,(四)11-13 行政二館104-電腦實習室 何思賢,60,31,
567,大三英文,2,必修,經濟三甲,(四)09-10 商203 實丹尼,60,53, 
568,行銷管理,3,必修,經濟三甲,(三)02-04 商107 王郁彬,65,49, 
569,國際金融,3,必修,經濟三甲,(四)02-04 商208 陳至還,75,66,
575,金融操作實務,3,選修,經濟三甲,(一)11-13 商303 陳金發,60,53,限經濟系三、四年級學生。本科目預選後，不開放網路加選，只在「現場選課」期間辦理現場加選。
577,家計經濟學,3,選修,經濟三甲,(二)07-09 忠B02多功能教室 鄒繼礎,40,19,
578,實驗經濟學,3,選修,經濟三甲,(三)07-09 行209 陳依依,40,14,
3516,貨幣銀行學(二),3,選修,經濟三甲,(一)02-04 資電B06 謝依珊,63,30,
3562,企業永續與低碳經濟,3,選修,經濟三甲,(四)06-08 資電104 林晉禾,75,73,
570,大三英文,2,必修,經濟三乙,(四)09-10 商304 曾羿凱,60,50, 
571,行銷管理,3,必修,經濟三乙,(五)02-04 忠207 王婉禎,65,53, 
572,財務管理實習,0,必修,經濟三乙,(五)01     忠207,70,53,正課與實習課需同班修習
573,財務管理,3,必修,經濟三乙,(二)02-04 忠309 陳珮瀅,70,53,正課與實習課需同班修習
574,國際貿易理論與政策,3,必修,經濟三乙,(三)02-04 商404 彭德昭,72,50,
575,金融操作實務,3,選修,經濟三乙,(一)11-13 商303 陳金發,60,53,限經濟系三、四年級學生。本科目預選後，不開放網路加選，只在「現場選課」期間辦理現場加選。
577,家計經濟學,3,選修,經濟三乙,(二)07-09 忠B02多功能教室 鄒繼礎,40,19,
578,實驗經濟學,3,選修,經濟三乙,(三)07-09 行209 陳依依,40,14,
3516,貨幣銀行學(二),3,選修,經濟三乙,(一)02-04 資電B06 謝依珊,63,30,
3562,企業永續與低碳經濟,3,選修,經濟三乙,(四)06-08 資電104 林晉禾,75,73,
579,企業實習,9,選修,經濟四甲,(日)01-09 未排教室 吳紀瑩,60,18,不開放網路加退選，只限現場選課。
580,財富管理,3,選修,經濟四甲,(五)07-09 商402 林志成,75,37,
581,區塊鏈實務與應用,3,選修,經濟四甲,(一)02-04 商402 林昌平,75,70,
582,溝通說服與談判,3,選修,經濟四甲,(五)02-04 商402 胡逸斌,75,38,
583,期貨與選擇權,3,選修,經濟四甲,(三)07-09 商402 劉宗欣,75,72,
584,管制經濟學,3,選修,經濟四甲,(三)02-04 科航203 吳紀瑩,60,20,
579,企業實習,9,選修,經濟四乙,(日)01-09 未排教室 吳紀瑩,60,18,不開放網路加退選，只限現場選課。
580,財富管理,3,選修,經濟四乙,(五)07-09 商402 林志成,75,37,
581,區塊鏈實務與應用,3,選修,經濟四乙,(一)02-04 商402 林昌平,75,70,
582,溝通說服與談判,3,選修,經濟四乙,(五)02-04 商402 胡逸斌,75,38,
583,期貨與選擇權,3,選修,經濟四乙,(三)07-09 商402 劉宗欣,75,72,
584,管制經濟學,3,選修,經濟四乙,(三)02-04 科航203 吳紀瑩,60,20,
585,應用總體計量經濟學,3,必修,經濟碩一,(二)02-04 商911 林雅淇,30,11, 
586,總體經濟理論(一),3,必修,經濟碩一,"(三)07-09 商911 陳至還,紀沛妤",30,6, 
587,資料科學與經濟分析,3,選修,經濟碩一,(三)02-04 商704 何思賢,30,9,
588,碩士論文,0,必修,經濟碩二,(六)01     未排教室,30,7, 
589,企業家精神與經濟發展,3,選修,經濟碩二,(一)07-09 商706 顏厚棟,30,10,
438,班級活動,0,必修,合經一,(四)05     商207 葉俐廷,60,56, 
439,體育(二),1,必修,合經一,(三)03-04 體館101(多功能球場) 盧廷峻,60,58,課程內容：籃球，上課地點：體育館1F球場
440,合作經濟學,3,必修,合經一,"(四)02-04 商207 王芊惠,葉俐廷,汪浩",69,68, 
441,經濟學(二),3,必修,合經一,(二)02-04 商403 李桂秋,77,66,正課與實習課需同班修習
442,經濟學(二)實習,0,必修,合經一,(一)06-07 語103 謝穎慧,77,66,正課與實習課需同班修習
443,資訊網路,2,必修,合經一,(三)06-07 圖213_程式實作 周澤捷,60,71, 
444,心理學,3,選修,合經一,(一)02-04 商404 林瑞發,72,70,
445,會計學(二),3,選修,合經一,(五)02-04 資電403 林惠美,60,13,須同班修習「會計學(二)實習」課
446,會計學(二)實習,0,選修,合經一,(二)07-08 語204,60,13,須同班修習「會計學(二)」正課
3492,國防科技,1,必修,合經一,"(三)08-09 資電B22(視聽室) 劉陶堃,陳姿伶",60,133, 
447,班級活動,0,必修,合經二,(二)05     商311 江宜芳,60,57, 
448,專案管理,3,必修,合經二,(二)01-03 商311 郭廸賢,80,68, 
449,合作幸福學,3,選修,合經二,(三)02-04 語303 李修瑋,45,41,
450,合作與非營利事業法規,3,選修,合經二,(一)02-04 商207 易天文,72,67,
451,組織理論與管理,3,選修,合經二,(一)07-09 商204 洪志誠,80,67,
452,雲端數位創新科技,3,選修,合經二,(二)07-09 商201 孟昭立,60,18,
455,大三英文,2,必修,合經三,(五)06-07 商403 陳依玲,60,56, 
456,非營利與合作事業綜合研究(一),3,必修,合經三,(二)07-09 商309 吳肇展,70,59, 
457,財政學,3,必修,合經三,"(一)01-03 商204 郭廸賢,楊坤鋒",75,65, 
458,貨幣銀行學,3,必修,合經三,(五)02-04 商203 楊坤鋒,82,77, 
459,合作與社會事業永續發展實作,3,選修,合經三,"(三)07-09 商302 李桂秋,汪浩,李修瑋",60,50,
460,服務業管理,3,選修,合經三,(三)02-04 忠203 葉俐廷,68,63,
461,金融市場,3,選修,合經三,(四)07-09 第八國會廳 楊坤鋒,90,83,
462,國際企業文化,3,選修,合經三,(二)02-04 商206 林瑞發,81,58,
463,公司財務,3,選修,合經四,(三)02-04 資電B07 易天文,65,65,
464,合作事業與經濟發展,3,選修,合經四,(三)07-09 商304 于躍門,84,84,
465,企業倫理與社會責任,3,選修,合經四,(二)07-09 商304 于躍門,84,54,
466,社會事業經營管理專業實習,9,選修,合經四,(日)01     未排教室 李桂秋,0,2,本科目不開放網路加選，只限現場選課
467,合作經濟理論,3,必修,合經碩一,"(一)02-04 商705 林依瑩,王芊惠",20,10, 
468,法人治理與人力資源管理,3,必修,合經碩一,(一)07-09 商907 林瑞發,20,14, 
470,商業資料解析,2,選修,合經碩一,(五)03-04 商907 葉俐廷,20,9,
471,企業倫理與社會責任,3,必修,合經碩二,"(六)02-04 商907 黃正忠,汪浩",20,18, 
472,碩士論文,0,必修,合經碩二,(日)00     未排教室,15,16, 
473,企業永續報告實踐,2,選修,合經碩二,(六)06-07 商907 陳厚儒,20,15,
3502,產業專業實習(一),3,選修,合經碩二,(日)02-04 未排教室 李桂秋,15,5,本科目不開放網路加選，只限現場選課
3503,產業專業實習(二),3,選修,合經碩二,(日)08-10 未排教室 李桂秋,15,2,本科目不開放網路加選，只限現場選課
647,班級活動,0,必修,行銷一甲,(二)05     商205 王婉禎,64,62, 
648,體育(二),1,必修,行銷一甲,(一)06-07 體館502(飛鏢教室) 王亭文,60,60,課程內容：飛鏢，上課地點：體育館5F飛鏢室
649,行銷意象工程,3,必修,行銷一甲,(四)02-04 商206 李悅端,80,72,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
650,產品設計與定價策略,3,必修,行銷一甲,(二)07-09 第八國會廳 丁美靜,80,99,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
651,會計學(一),3,必修,行銷一甲,(四)06-08 商208 賴建文,70,71,須同班修習「會計學(一)實習」課
652,會計學(一)實習,0,必修,行銷一甲,(五)01-02 商304 鄭雅君,70,71,須同班修習「會計學(一)」正課
653,管理學,3,必修,行銷一甲,(二)02-04 商205 賴文祥,80,74, 
661,品牌設計與行銷企劃,3,選修,行銷一甲,(三)02-04 商305 湛明暉,92,91,
662,智能化數位行銷,3,選修,行銷一甲,(五)06-08 商203 李世富,82,78,
664,影像創作與視覺行銷,3,選修,行銷一甲,(三)02-04 商406 廖光輝,80,77,
654,班級活動,0,必修,行銷一乙,(四)05     紀104 李宜靜,60,58, 
655,體育(二),1,必修,行銷一乙,(一)01-02 體館202(第二舞蹈室) 吳佩伊,60,56,課程內容：瑜珈，上課地點：體育館2F第二舞蹈室
656,行銷意象工程,3,必修,行銷一乙,(二)02-04 人202 李悅端,80,90,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
657,產品設計與定價策略,3,必修,行銷一乙,(四)02-04 紀104 丁美靜,80,80,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
658,會計學(一),3,必修,行銷一乙,(四)08-10 商308 李滿春,80,80,須同班修習「會計學(一)實習」課
659,會計學(一)實習,0,必修,行銷一乙,(二)09-10 商206 鄭雅君,80,80,須同班修習「會計學(一)」正課
660,管理學,3,必修,行銷一乙,(五)02-04 忠305 游志平,80,70, 
661,品牌設計與行銷企劃,3,選修,行銷一乙,(三)02-04 商305 湛明暉,92,91,
662,智能化數位行銷,3,選修,行銷一乙,(五)06-08 商203 李世富,82,78,
664,影像創作與視覺行銷,3,選修,行銷一乙,(三)02-04 商406 廖光輝,80,77,
665,班級活動,0,必修,行銷二甲,(五)05     資電102 何晉瑋,60,70, 
666,行銷研究與田野調查,3,必修,行銷二甲,(四)02-04 商408 林志皇,80,78,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
669,品牌與時尚學,3,必修,行銷二甲,(三)02-04 科航B102 簡士超,145,158,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
670,品牌與時尚學實習,0,必修,行銷二甲,(二)12-13 科航B102,145,158,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
671,零售與通路經營,3,必修,行銷二甲,(五)02-04 資電222(第三國會廳) 何晉瑋,145,155,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
672,敘事視覺化,3,選修,行銷二甲,(一)07-09 人707 李悅端,60,62,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
673,茶道與生活空間之美,3,選修,行銷二甲,(二)02-04 商410 蘇維祺,25,25,本課程限行銷系同學選課；本課程採報名制。
674,品牌識別設計,3,選修,行銷二甲,(四)06-08 科航203 李宜靜,60,60,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。(本門需自備筆電上課，以60人為限)
675,時尚攝影與新媒體,3,選修,行銷二甲,(三)08-10 商306 王怡婷,60,75,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
676,展場空間設計與繪圖設計,3,選修,行銷二甲,(二)06-08 行政二館105-電腦實習室 程英斌,60,56,
677,圖文動態編輯與行銷溝通,3,選修,行銷二甲,(一)11-13 行政二館105-電腦實習室 沈信宏,60,56,
667,班級活動,0,必修,行銷二乙,(四)05     商404 王郁彬,60,70, 
668,行銷研究與田野調查,3,必修,行銷二乙,"(一)02-04 第八國會廳 林志皇,李悅端",80,84,若預選未選上，仍欲選此門課，請務必於開學第一週至教室找授課老師登記，以免影響自身選課權益。
