scr_selcode,sub_name,scr_credit,scj_scr_mso,cls_name,scr_period,scr_precnt,scr_acptcnt,scr_remarks
3550,資訊安全管理,3,選修,資訊三丁,(一)11-13 資電103 陳星百,72,67,
3554,行動應用程式開發,3,選修,資訊三丁,(一)06-08 資電234(電腦實習室) 陳錫民,72,30,
3555,軟體框架設計,3,選修,資訊三丁,(一)09-10 行206(電腦實習室) (四)03     行206(電腦實習室) 薛念林,72,27,
3556,軟體框架設計,3,選修,資訊三丁,(四)11-13 資電234(電腦實習室) 曾昭文,72,54,
3637,嵌入式系統,3,選修,資訊三丁,(五)02-04 資電248 蔡明峰,60,24,
3638,雲端應用系統開發,3,選修,資訊三丁,(一)08-10 資電248 詹毓偉,60,21,
1296,程式設計與問題解決,2,選修,資訊四甲,(六)03-04 資電234(電腦實習室) 周智禾,72,63,限資訊系學生修課
1298,校外專業實習(三),3,選修,資訊四甲,"(一)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,33,限本校資訊系大四有參加實習並簽約的學生選課
1300,校外專業實習(一),3,選修,資訊四甲,"(六)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,42,限本校資訊系大四有參加實習並簽約的學生選課
1301,校外專業實習(二),3,選修,資訊四甲,"(日)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,42,限本校資訊系大四有參加實習並簽約的學生選課
3557,程式設計與問題解決,2,選修,資訊四甲,(五)09-10 資電125(電腦實習室) 葉春秀,60,33,限資訊系學生修課
1296,程式設計與問題解決,2,選修,資訊四乙,(六)03-04 資電234(電腦實習室) 周智禾,72,63,限資訊系學生修課
1298,校外專業實習(三),3,選修,資訊四乙,"(一)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,33,限本校資訊系大四有參加實習並簽約的學生選課
1300,校外專業實習(一),3,選修,資訊四乙,"(六)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,42,限本校資訊系大四有參加實習並簽約的學生選課
1301,校外專業實習(二),3,選修,資訊四乙,"(日)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,42,限本校資訊系大四有參加實習並簽約的學生選課
3557,程式設計與問題解決,2,選修,資訊四乙,(五)09-10 資電125(電腦實習室) 葉春秀,60,33,限資訊系學生修課
1296,程式設計與問題解決,2,選修,資訊四丙,(六)03-04 資電234(電腦實習室) 周智禾,72,63,限資訊系學生修課
1298,校外專業實習(三),3,選修,資訊四丙,"(一)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,33,限本校資訊系大四有參加實習並簽約的學生選課
1300,校外專業實習(一),3,選修,資訊四丙,"(六)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,42,限本校資訊系大四有參加實習並簽約的學生選課
1301,校外專業實習(二),3,選修,資訊四丙,"(日)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,42,限本校資訊系大四有參加實習並簽約的學生選課
3557,程式設計與問題解決,2,選修,資訊四丙,(五)09-10 資電125(電腦實習室) 葉春秀,60,33,限資訊系學生修課
1296,程式設計與問題解決,2,選修,資訊四丁,(六)03-04 資電234(電腦實習室) 周智禾,72,63,限資訊系學生修課
1298,校外專業實習(三),3,選修,資訊四丁,"(一)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,33,限本校資訊系大四有參加實習並簽約的學生選課
1300,校外專業實習(一),3,選修,資訊四丁,"(六)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,42,限本校資訊系大四有參加實習並簽約的學生選課
1301,校外專業實習(二),3,選修,資訊四丁,"(日)00     未排教室 陳錫民,許懷中,蔡明翰,張哲誠,劉明機,林明言,陳烈武,竇其仁,劉宗杰,許芳榮,張貴忠",60,42,限本校資訊系大四有參加實習並簽約的學生選課
3557,程式設計與問題解決,2,選修,資訊四丁,(五)09-10 資電125(電腦實習室) 葉春秀,60,33,限資訊系學生修課
1302,文獻研討(二),1,必修,資訊碩一,(二)06-07 資電311 林明言,0,19, 
1303,文獻研討(二),1,必修,資訊碩一,(二)06-07 未排教室 劉安之,0,17,
1304,文獻研討(二),1,必修,資訊碩一,(六)06-07 資電311 李維斌,0,18,
1305,資訊專題研討(二),1,必修,資訊碩一,(二)08-09 資電222(第三國會廳) 薛念林,0,51, 
1306,敏捷開發,3,選修,資訊碩一,(五)02-04 資電311 許懷中,20,17,
1307,雲端計算,3,選修,資訊碩一,(一)02-04 資電311 竇其仁,20,20,
1308,演算法設計與分析,3,選修,資訊碩一,(一)07-09 資電311 許芳榮,20,15,
1309,影像處理,3,選修,資訊碩一,(二)11-13 資電311 蔡明翰,20,37,
3529,嵌入式系統設計與實務,3,選修,資訊碩一,(一)06-08 資電235(電腦實習室) 張貴忠,20,9,
1310,資訊專題研討(四),1,必修,資訊碩二,(二)08-09 資電222(第三國會廳) 李榮三,0,46, 
1311,碩士論文,0,必修,資訊碩二,(日)00     未排教室,0,39, 
1312,具體數學,3,選修,資訊碩二,(四)07-09 資電311 黃秀芬,20,25,
1313,計算生物學,3,選修,資訊碩二,(三)12-14 資電235(電腦實習室) 夏偉中,20,12,
1314,語音識別與自然語言處理,3,選修,資訊碩二,(二)02-04 資電235(電腦實習室) 劉怡芬,20,12,
1315,無線隨意與感測網路技術與應用,3,選修,資訊碩二,(三)06-08 資電311 陳烈武,20,7,
1316,獨立研究,2,必修,資訊博一,(六)00     未排教室 (日)00     未排教室 李榮三,0,21, 
1317,文獻研討(二),1,必修,資訊博一,(六)08-09 資電311 李維斌,0,9, 
1318,專題討論(二),1,必修,資訊博一,(二)08-09 資電222(第三國會廳) 林哲維,0,8, 
1319,人工智慧特論,3,選修,資訊博一,(三)02-04 資電235(電腦實習室) 李俊宏,20,3,
1320,人工智慧與計算機視覺專題,1,選修,資訊博一,(四)03-04 科航505 張真誠,5,5,
3528,作業系統特論,3,選修,資訊博一,(三)11-13 資電311 周兆龍,10,7,
1321,博士論文,0,必修,資訊博二,(六)00     未排教室,0,2, 
1388,班級活動,0,必修,電子一甲,(四)03     資電B04 王通温,67,64, 
1389,體育(二),1,必修,電子一甲,(三)08-09 體館202(第二舞蹈室) 陳培季,60,59,課程內容：防身術，上課地點：體育館2F第一舞蹈室
1390,計算機概論(二),3,必修,電子一甲,(二)01-02 語407 (五)01     商305 劉堂傑,87,90, 
1391,計算機概論實習(二),1,必修,電子一甲,(一)09-10 資電125(電腦實習室) 梁詩婷,64,66, 
1392,普通物理-電、磁、光,3,必修,電子一甲,(二)06-07 資電B04 (四)01-02 資電104 江俊明,70,71, 
1393,普通物理-電、磁、光實驗,1,必修,電子一甲,(二)08-10 科航103(物實驗室三) 林碩泰,65,66, 
1394,微積分(二)實習,0,必修,電子一甲,(三)01-02 行政二館307 陳珮綺,70,66, 
1395,微積分(二),3,必修,電子一甲,(一)08     資電B04 (四)08-09 資電306 陳孝武,70,66, 
1396,邏輯設計,3,必修,電子一甲,(二)03-04 語407 (四)04     資電B04 王通温,73,78, 
1397,邏輯設計實習,1,必修,電子一甲,(五)02-04 電通B03 王通温,66,67, 
3489,國防科技,1,必修,電子一甲,"(三)03-04 行政二館205(視聽室) 柯律妏,李聖義",60,130, 
1398,班級活動,0,必修,電子一乙,(一)06     人404 莊嶸騰,63,60, 
1399,體育(二),1,必修,電子一乙,(四)01-02 體館301(主球場) 黃孟立,60,61,課程內容：羽球，上課地點：體育館3F球場
1400,計算機概論(二),3,必修,電子一乙,(一)03-04 資電125(電腦實習室) (二)04     語307 莊嶸騰,64,67, 
1401,計算機概論實習(二),1,必修,電子一乙,(四)03-04 資電125(電腦實習室) 莊嶸騰,64,68, 
1402,普通物理-電、磁、光,3,必修,電子一乙,(二)06-07 資電B07 (三)08-09 資電411 歐陽嶽,65,62, 
1403,普通物理-電、磁、光實驗,1,必修,電子一乙,(二)08-10 科航101(物實驗室一) 方淳民,65,64, 
1404,微積分(二)實習,0,必修,電子一乙,(二)01-02 語307 張志偉,65,61, 
1405,微積分(二),3,必修,電子一乙,(二)03     語307 (三)01-02 語306 魏傳昇,65,61, 
1406,邏輯設計,3,必修,電子一乙,(一)07     人404 (五)01-02 資電402 鄭經華,72,69, 
1407,邏輯設計實習,1,必修,電子一乙,(一)08-10 電通B03 鄭經華,66,66, 
3489,國防科技,1,必修,電子一乙,"(三)03-04 行政二館205(視聽室) 柯律妏,李聖義",60,130, 
1408,班級活動,0,必修,電子二甲,(四)03     紀409 洪振傑,69,65, 
1409,工程數學(二),3,必修,電子二甲,(一)01-02 忠205 (三)01     忠205 康宗貴,77,73, 
1410,信號與系統,3,必修,電子二甲,(一)08-10 資電103 莊嶸騰,70,71, 
1411,電子學(二),3,必修,電子二甲,(一)03-04 忠304 (三)06     忠206 許恒壽,77,76, 
1412,電子學實驗(二),1,必修,電子二甲,(二)08-10 電通B03 洪振傑,68,67, 
1413,電路學(二),3,必修,電子二甲,(一)06     忠304 (三)03-04 忠305 李景松,75,72, 
1414,電磁學(一),3,必修,電子二甲,(三)07     忠206 (四)01-02 忠304 胡水上,80,82, 
1415,微處理機系統,3,必修,電子二甲,(四)08-10 資電B03 吳鴻璋,70,72, 
1416,微處理機系統實習,1,必修,電子二甲,(四)04     電通B03 (四)06-07 電通B03 陳冠宏,66,66, 
1435,電子材料,3,選修,電子二甲,(二)02-04 忠B05 林成利,75,89,
1436,積體電路導論,3,選修,電子二甲,(三)08-10 忠305 楊炳章,75,94,
3570,進階 C#程式設計,3,選修,電子二甲,(四)09-11 電通303 廖崇硯,30,23,
1417,班級活動,0,必修,電子二乙,(四)06     資電102 許恒壽,69,63, 
1418,工程數學(二),3,必修,電子二乙,(三)02     忠B01 (四)01-02 商403 康宗貴,73,66, 
1419,信號與系統,3,必修,電子二乙,(二)08-10 資電504 莊嶸騰,73,73, 
1420,電子學(二),3,必修,電子二乙,(一)06     商311 (三)03-04 忠B01 許恒壽,80,78, 
1421,電子學實驗(二),1,必修,電子二乙,(四)08-10 電通B03 王通温,67,63, 
1422,電路學(二),3,必修,電子二乙,(三)06-07 商311 (四)04     商311 洪振傑,85,81, 
1423,電磁學(一),3,必修,電子二乙,(一)04     商401 (五)03-04 商401 羅仕守,75,71, 
1424,微處理機系統,3,必修,電子二乙,(二)06-07 資電504 (四)03     商311 陳冠宏,72,72, 
1425,微處理機系統實習,1,必修,電子二乙,(一)01-03 電通B03 陳冠宏,67,65, 
1435,電子材料,3,選修,電子二乙,(二)02-04 忠B05 林成利,75,89,
1436,積體電路導論,3,選修,電子二乙,(三)08-10 忠305 楊炳章,75,94,
3570,進階 C#程式設計,3,選修,電子二乙,(四)09-11 電通303 廖崇硯,30,23,
1426,班級活動,0,必修,電子二丙,(一)10     忠206 林成利,68,67,
1427,工程數學(二),3,必修,電子二丙,(一)09     忠206 (四)06-07 資電504 康宗貴,70,72,
1428,信號與系統,3,必修,電子二丙,(四)08-10 資電B04 莊嶸騰,72,71,
1429,電子學(二),3,必修,電子二丙,(二)08-09 資電104 (三)02     資電B03 楊炳章,72,70,
1430,電子學實驗(二),1,必修,電子二丙,(一)04     電通B03 (一)06-07 電通B03 洪振傑,67,67,
1431,電路學(二),3,必修,電子二丙,(一)03     資電B03 (二)06-07 資電104 李景松,72,71,
1432,電磁學(一),3,必修,電子二丙,(一)02     資電B03 (三)03-04 資電B03 劉堂傑,72,72,
1433,微處理機系統,3,必修,電子二丙,(一)08     忠206 (三)06-07 資電B03 陳鏡崑,70,72,
1434,微處理機系統實習,1,必修,電子二丙,(四)01-03 電通B03 劉堂傑,67,69,
1435,電子材料,3,選修,電子二丙,(二)02-04 忠B05 林成利,75,89,
1436,積體電路導論,3,選修,電子二丙,(三)08-10 忠305 楊炳章,75,94,
3570,進階 C#程式設計,3,選修,電子二丙,(四)09-11 電通303 廖崇硯,30,23,
1437,大三英文,2,必修,電子三甲,(五)03-04 資電B04 劉子瑄,65,75, 
1438,專題研究(一),1,必修,電子三甲,"(五)00     未排教室 鄭經華,許恒壽,洪振傑,梁詩婷,陳冠宏,林成利,楊文祿,簡鳳佐,林宗志,紀志達,康宗貴,莊嶸騰,施仁斌,李景松,劉堂傑,王通温,楊炳章",80,78, 
1439,超大型積體電路設計導論,3,必修,電子三甲,(二)06-08 紀207(電腦實習室) 鄭經華,85,90, 
1443,介面設計,3,選修,電子三甲,(三)08-10 資電404 吳鴻璋,60,62,
1444,半導體元件,3,選修,電子三甲,(二)11-13 科航204 張一楠,72,76,
1445,先進半導體設備技術概論,3,選修,電子三甲,"(四)11-13 科航204 陳俊雄,邱俊榮",78,73,
1447,車用電子與感測系統概論,3,選修,電子三甲,(四)11-13 科航205 黃清輝,78,72,
1448,金氧半元件,3,選修,電子三甲,(四)02-04 商305 楊炳章,83,72,
1440,大三英文,2,必修,電子三乙,(五)01-02 資電511 丁之奇,65,64, 
1441,專題研究(一),1,必修,電子三乙,"(四)00     未排教室 鄭經華,許恒壽,洪振傑,梁詩婷,陳冠宏,林成利,楊文祿,簡鳳佐,林宗志,紀志達,康宗貴,莊嶸騰,施仁斌,李景松,劉堂傑,王通温,楊炳章",80,74, 
1442,超大型積體電路設計導論,3,必修,電子三乙,(四)06-08 紀207(電腦實習室) 洪振傑,85,90, 
1443,介面設計,3,選修,電子三乙,(三)08-10 資電404 吳鴻璋,60,62,
1444,半導體元件,3,選修,電子三乙,(二)11-13 科航204 張一楠,72,76,
1445,先進半導體設備技術概論,3,選修,電子三乙,"(四)11-13 科航204 陳俊雄,邱俊榮",78,73,
1447,車用電子與感測系統概論,3,選修,電子三乙,(四)11-13 科航205 黃清輝,78,72,
1448,金氧半元件,3,選修,電子三乙,(四)02-04 商305 楊炳章,83,72,
1449,專題討論,1,必修,電子碩一,(二)06     人408 劉堂傑,40,35, 
1450,高等類比積體電路設計,3,選修,電子碩一,(三)08-10 電通306 洪振傑,20,13,
1451,高等功率元件,3,選修,電子碩一,(一)11     電通306 (二)01     電通306 (四)01     電通306 簡鳳佐,20,11,
1452,高等半導體元件,3,選修,電子碩一,(一)03-04 電通306 (三)06     電通306 楊文祿,20,15,
3501,校外專業實習,9,選修,電子碩一,(一)00     未排教室 劉堂傑,30,10,
3520,進階超大型積體電路測試設計,3,選修,電子碩一,(五)08-10 電通306 毛慶宜,20,9,
1453,碩士論文,0,必修,電子碩二,"(六)00     未排教室 鄭經華,許恒壽,洪振傑,梁詩婷,陳冠宏,林成利,楊文祿,簡鳳佐,林宗志,康宗貴,莊嶸騰,施仁斌,李景松,劉堂傑,王通温,楊炳章",40,40, 
1454,半導體元件故障分析,3,選修,電子碩二,(三)02-04 電通306 林成利,20,27,
1455,混合式電路設計,3,選修,電子碩二,"(二)02-04 電通306 許恒壽,蕭敏學",20,18,
1456,儀器人機介面設計與分析,3,選修,電子碩二,"(一)07-09 電通303 陳松全,王通温",20,4,
3569,積體電路後段製程技術,3,選修,電子碩二,(四)02-04 電通306 王馭熊,20,23,
1902,超大型積體電路製程(二),3,選修,半導體電子學程電子四,(四)02-04 資電410 楊文祿,60,28,
1903,感測元件,3,選修,半導體電子學程電子四,(二)07-09 忠202 楊宇浩,45,35,
1904,積體電路元件模擬,3,選修,半導體電子學程電子四,(一)02-04 電通303 簡鳳佐,30,29, 
1905,電子電路設計實務,3,選修,半導體電子學程電子四,(四)06-08 資電248 諶志吉,60,44,
1902,超大型積體電路製程(二),3,選修,IC設計學程電子四,(四)02-04 資電410 楊文祿,60,28,
1903,感測元件,3,選修,IC設計學程電子四,(二)07-09 忠202 楊宇浩,45,35,
1904,積體電路元件模擬,3,選修,IC設計學程電子四,(一)02-04 電通303 簡鳳佐,30,29, 
1905,電子電路設計實務,3,選修,IC設計學程電子四,(四)06-08 資電248 諶志吉,60,44,
1506,班級活動,0,必修,電機一甲,(一)06     資電515 黃俊瑋,60,63, 
1507,體育(二),1,必修,電機一甲,(一)08-09 體館202(第二舞蹈室) 劉品坊,60,54,課程內容：瑜珈提斯，上課地點：體育館2F第二舞蹈室
1508,計算機概論(二),3,必修,電機一甲,(四)03-04 語302 (五)04     資電104 王壘,60,69, 
1509,計算機概論實習(二),1,必修,電機一甲,(四)11-12 紀207(電腦實習室) 沈昭元,80,77, 
1510,普通物理-電、磁、光,3,必修,電機一甲,(二)06-07 理409 (四)08-09 語302 洪聖均,65,66, 
1511,普通物理-電、磁、光實驗,1,必修,電機一甲,(五)01-03 科航104(物實驗室四) 胡水上,65,65, 
1512,微積分(二)實習,0,必修,電機一甲,(二)01-02 資電108 李承璋,65,65, 
1513,微積分(二),3,必修,電機一甲,(二)08     理409 (四)01-02 語302 張其棟,65,65, 
1514,邏輯設計,3,必修,電機一甲,(二)03-04 資電108 (三)04     資電515 黃俊瑋,65,63, 
1515,邏輯設計實習,1,必修,電機一甲,(三)01-03 電通B03 黃俊瑋,60,64, 
3482,國防科技,1,必修,電機一甲,"(一)03-04 行政二館205(視聽室) 王金輝,李建勲",60,131, 
1516,班級活動,0,必修,電機一乙,(一)06     資電B07 王丁勇,60,60, 
1517,體育(二),1,必修,電機一乙,(二)01-02 體館403(第二健身室) 黃嘉笙,60,60,課程內容：健康與塑身，上課地點：體育館4F健身房
1518,計算機概論(二),3,必修,電機一乙,(四)08-09 資電504 (五)03     資電104 王壘,60,67, 
1519,計算機概論實習(二),1,必修,電機一乙,(三)11-12 資電125(電腦實習室) 鄭進興,60,68, 
1520,普通物理-電、磁、光,3,必修,電機一乙,(二)08-09 語302 (三)06-07 語301 洪耀正,65,70, 
1521,普通物理-電、磁、光實驗,1,必修,電機一乙,(一)08-10 科航103(物實驗室三) 羅道正,65,65, 
1522,微積分(二)實習,0,必修,電機一乙,(五)01-02 資電104 張志偉,70,64, 
1523,微積分(二),3,必修,電機一乙,(二)07     理407 (四)03-04 理313 楊菁菁,70,64, 
1524,邏輯設計,3,必修,電機一乙,(二)03-04 資電B03 (三)04     資電403 黃定彝,70,69, 
1525,邏輯設計實習,1,必修,電機一乙,(三)01-03 資電502 黃定彝,65,66, 
3482,國防科技,1,必修,電機一乙,"(一)03-04 行政二館205(視聽室) 王金輝,李建勲",60,131, 
1526,班級活動,0,必修,電機二甲,(一)06     語204 游易霖,60,63, 
1527,工程數學(二),3,必修,電機二甲,(一)07     語204 (三)01-02 資電404 游易霖,72,79, 
1528,信號與系統,3,必修,電機二甲,(一)08     語204 (三)08-09 商303 黃定彝,70,68, 
1529,電子學(二),3,必修,電機二甲,(二)01-02 資電306 (三)04     資電404 劉文豐,70,74, 
1530,電子學實驗(二),1,必修,電機二甲,(四)02-04 資電330 劉文豐,70,66, 
1531,電路學(二),3,必修,電機二甲,(二)03-04 資電306 (五)01     資電306 鄭進興,70,75, 
1532,電磁學(二),3,必修,電機二甲,(一)03-04 忠206 (三)03     資電404 曹嶸,70,78, 
1533,微處理機系統,3,必修,電機二甲,(三)06-07 商303 (四)01     資電306 徐士賢,70,76, 
1534,微處理機系統實習,1,必修,電機二甲,(五)02-04 資電330 王丁勇,70,65, 
1544,機率論,3,選修,電機二甲,(二)06-08 資電248 李企桓,60,61,
3530,系統程式,3,選修,電機二甲,(一)11-13 資電402 韓端勇,60,57,
1535,班級活動,0,必修,電機二乙,(一)06     資電103 謝振中,60,65, 
1536,工程數學(二),3,必修,電機二乙,(二)01-02 資電402 (三)02     資電504 田春林,70,76, 
1537,信號與系統,3,必修,電機二乙,(五)01-03 紀207(電腦實習室) 李企桓,70,78, 
1538,電子學(二),3,必修,電機二乙,(三)03-04 資電504 (四)04     資電402 王丁勇,70,66, 
1539,電子學實驗(二),1,必修,電機二乙,"(一)07-09 資電330 謝振中,劉文豐",70,68, 
1540,電路學(二),3,必修,電機二乙,(二)03-04 資電402 (四)03     資電402 沈昭元,70,76, 
1541,電磁學(二),3,必修,電機二乙,(三)06-07 資電402 (四)02     資電402 洪聖均,70,75, 
1542,微處理機系統,3,必修,電機二乙,(一)03-04 忠207 (三)01     資電504 徐士賢,70,71, 
1543,微處理機系統實習,1,必修,電機二乙,(三)08-10 資電330 徐士賢,70,69, 
1544,機率論,3,選修,電機二乙,(二)06-08 資電248 李企桓,60,61,
3530,系統程式,3,選修,電機二乙,(一)11-13 資電402 韓端勇,60,57,
1545,專題研究(一),1,必修,電機三甲,"(五)00     未排教室 陳坤煌,田春林,徐士賢,鄭進興,王壘,陳志強,游易霖,洪聖均,黃俊瑋,曹嶸,沈昭元,謝振中,李企桓,黃思倫,劉文豐,黃定彝,王丁勇,梁寶芝",60,53, 
1548,半導體元件,3,選修,電機三甲,(一)08     資電402 (二)03-04 資電511 梁寶芝,60,47,
1549,光電工程,3,選修,電機三甲,(一)09     資電402 (三)01-02 資電402 梁寶芝,60,26,
1550,光纖工程,3,選修,電機三甲,(一)03-04 資電402 (三)03     資電402 劉文豐,60,60,
1551,能源轉換,3,選修,電機三甲,(三)06     資電403 (四)01-02 資電403 黃思倫,60,61,
1552,基礎光電實驗,3,選修,電機三甲,(三)06-07 資電306 (三)08-09 資電305 游易霖,60,33,
1553,電力電子,3,選修,電機三甲,(三)07     資電411 (四)06-07 資電108 謝振中,60,59,
1554,電磁干擾概論,3,選修,電機三甲,(三)04     資電402 (五)03-04 資電410 曹嶸,60,55,
1555,智慧控制工程,3,選修,電機三甲,(二)09     資電306 (四)03-04 資電403 鄭進興,60,50,
1556,高頻電路設計,3,選修,電機三甲,(一)06     資電411 (五)01-02 資電411 陳志強,60,57,
3574,電動車技術導論,3,選修,電機三甲,(二)06-08 資電306 何子儀,60,60,
1546,專題研究(一),1,必修,電機三乙,"(五)00     未排教室 陳坤煌,田春林,徐士賢,鄭進興,王壘,陳志強,游易霖,洪聖均,黃俊瑋,曹嶸,沈昭元,謝振中,李企桓,黃思倫,劉文豐,黃定彝,王丁勇,梁寶芝",60,55, 
1548,半導體元件,3,選修,電機三乙,(一)08     資電402 (二)03-04 資電511 梁寶芝,60,47,
1549,光電工程,3,選修,電機三乙,(一)09     資電402 (三)01-02 資電402 梁寶芝,60,26,
1550,光纖工程,3,選修,電機三乙,(一)03-04 資電402 (三)03     資電402 劉文豐,60,60,
1551,能源轉換,3,選修,電機三乙,(三)06     資電403 (四)01-02 資電403 黃思倫,60,61,
1552,基礎光電實驗,3,選修,電機三乙,(三)06-07 資電306 (三)08-09 資電305 游易霖,60,33,
1553,電力電子,3,選修,電機三乙,(三)07     資電411 (四)06-07 資電108 謝振中,60,59,
1554,電磁干擾概論,3,選修,電機三乙,(三)04     資電402 (五)03-04 資電410 曹嶸,60,55,
1555,智慧控制工程,3,選修,電機三乙,(二)09     資電306 (四)03-04 資電403 鄭進興,60,50,
1556,高頻電路設計,3,選修,電機三乙,(一)06     資電411 (五)01-02 資電411 陳志強,60,57,
3574,電動車技術導論,3,選修,電機三乙,(二)06-08 資電306 何子儀,60,60,
1547,專題研究(一),1,必修,電機三丙,"(五)00     未排教室 陳坤煌,田春林,徐士賢,鄭進興,王壘,陳志強,游易霖,洪聖均,黃俊瑋,曹嶸,沈昭元,謝振中,李企桓,黃思倫,劉文豐,黃定彝,王丁勇,梁寶芝",60,43, 
1548,半導體元件,3,選修,電機三丙,(一)08     資電402 (二)03-04 資電511 梁寶芝,60,47,
1549,光電工程,3,選修,電機三丙,(一)09     資電402 (三)01-02 資電402 梁寶芝,60,26,
1550,光纖工程,3,選修,電機三丙,(一)03-04 資電402 (三)03     資電402 劉文豐,60,60,
1551,能源轉換,3,選修,電機三丙,(三)06     資電403 (四)01-02 資電403 黃思倫,60,61,
1552,基礎光電實驗,3,選修,電機三丙,(三)06-07 資電306 (三)08-09 資電305 游易霖,60,33,
1553,電力電子,3,選修,電機三丙,(三)07     資電411 (四)06-07 資電108 謝振中,60,59,
1554,電磁干擾概論,3,選修,電機三丙,(三)04     資電402 (五)03-04 資電410 曹嶸,60,55,
1555,智慧控制工程,3,選修,電機三丙,(二)09     資電306 (四)03-04 資電403 鄭進興,60,50,
1556,高頻電路設計,3,選修,電機三丙,(一)06     資電411 (五)01-02 資電411 陳志強,60,57,
3574,電動車技術導論,3,選修,電機三丙,(二)06-08 資電306 何子儀,60,60,
1557,專題產業實習(一),3,選修,電機四甲,(二)00     未排教室 黃俊瑋,60,4,
1558,專題產業實習(二),3,選修,電機四甲,(三)00     未排教室 黃俊瑋,60,4,
1559,專題產業實習(三),3,選修,電機四甲,(四)00     未排教室 黃俊瑋,60,4,
1557,專題產業實習(一),3,選修,電機四乙,(二)00     未排教室 黃俊瑋,60,4,
1558,專題產業實習(二),3,選修,電機四乙,(三)00     未排教室 黃俊瑋,60,4,
1559,專題產業實習(三),3,選修,電機四乙,(四)00     未排教室 黃俊瑋,60,4,
1557,專題產業實習(一),3,選修,電機四丙,(二)00     未排教室 黃俊瑋,60,4,
1558,專題產業實習(二),3,選修,電機四丙,(三)00     未排教室 黃俊瑋,60,4,
1559,專題產業實習(三),3,選修,電機四丙,(四)00     未排教室 黃俊瑋,60,4,
1560,專題討論,1,必修,電機碩一,(二)07     資電312 陳坤煌,50,25, 
1561,光纖被動元件,3,選修,電機碩一,(三)11-13 資電331 傅明宇,50,9,
1562,電力系統運轉與控制,3,選修,電機碩一,(五)02-04 資電312 黃思倫,50,16,
1563,微波電路技術與實務,3,選修,電機碩一,(二)02-04 資電318 陳志強,50,13,
1564,演算法硬體設計,3,選修,電機碩一,(一)07-09 資電312 王丁勇,50,16,
1565,應用光學,3,選修,電機碩一,(四)07-09 資電312 李企桓,50,31,
1566,高等電機理論,3,選修,電機碩一,(六)02-04 資電312 張家銘,50,6,
1567,碩士論文,0,必修,電機碩二,"(二)08     資電312 陳坤煌,田春林,徐士賢,鄭進興,王壘,陳志強,游易霖,洪聖均,黃俊瑋,曹嶸,沈昭元,謝振中,黃思倫,劉文豐,黃定彝,王丁勇,梁寶芝",50,34, 
1568,切換式電源轉換器設計實務,3,選修,電機碩二,(一)02-04 資電312 謝振中,50,13,
3573,天線特論,3,選修,電機碩二,(三)07-09 資電318 沈昭元,50,18,
1897,工業配電,3,選修,電磁能源學程電機四,(一)06-07 資電410 (三)07     資電410 黃思倫,60,40,
1900,天線原理,3,選修,電磁能源學程電機四,(一)11-13 科航201 洪天富,60,35,
3531,技術商品化與創新創意,3,選修,電磁能源學程電機四,(三)08-10 資電410 謝嵩淮,60,21,
3539,資電技術專利實務,3,選修,電磁能源學程電機四,(五)07-09 資電410 劉鎧螎,60,30,
3540,電機控制,3,選修,電磁能源學程電機四,(三)08-10 資電306 何子儀,60,18,
1897,工業配電,3,選修,光電工程學程電機四,(一)06-07 資電410 (三)07     資電410 黃思倫,60,40,
1900,天線原理,3,選修,光電工程學程電機四,(一)11-13 科航201 洪天富,60,35,
3531,技術商品化與創新創意,3,選修,光電工程學程電機四,(三)08-10 資電410 謝嵩淮,60,21,
3539,資電技術專利實務,3,選修,光電工程學程電機四,(五)07-09 資電410 劉鎧螎,60,30,
3540,電機控制,3,選修,光電工程學程電機四,(三)08-10 資電306 何子儀,60,18,
